"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LRP4-AS1",0,2.81192220665645,0.518,0.099,0,"Osteoblasts","LRP4-AS1"
"TEX41",0,1.6197801619101,0.796,0.406,0,"Osteoblasts","TEX41"
"LINC01060",0,3.09392726164112,0.312,0.058,0,"Osteoblasts","LINC01060"
"MIR181A1HG",3.10591110281578e-281,2.5188326325477,0.423,0.121,6.98208815912987e-278,"Osteoblasts","MIR181A1HG"
"TBX2-AS1",2.48839035409217e-222,2.22910880924362,0.255,0.053,5.5939015159992e-219,"Osteoblasts","TBX2-AS1"
"SNHG8",2.72300422691197e-222,1.38900952542493,0.709,0.397,6.12131350209811e-219,"Osteoblasts","SNHG8"
"SENCR",5.65531234357189e-144,2.61709686031736,0.134,0.023,1.27131421483496e-140,"Osteoblasts","SENCR"
"PCDH9-AS2",4.62524278944474e-126,1.62686990571794,0.312,0.115,1.03975457906718e-122,"Osteoblasts","PCDH9-AS2"
"SPRY4-AS1",9.62089621566133e-116,2.20523453152338,0.191,0.054,2.16277746928067e-112,"Osteoblasts","SPRY4-AS1"
"LMO7-AS1",9.40447671559189e-115,1.34249728823545,0.32,0.125,2.11412636566506e-111,"Osteoblasts","LMO7-AS1"
"ZFAS1",2.74096918515469e-109,0.611232137671332,0.905,0.79,6.16169872822775e-106,"Osteoblasts","ZFAS1"
"DIO3OS",1.15936625710994e-90,1.27136547397886,0.37,0.182,2.60625534598314e-87,"Osteoblasts","DIO3OS"
"SPATA13",3.31188046980457e-88,1.68586814654504,0.204,0.071,7.44510729612067e-85,"Osteoblasts","SPATA13"
"EPB41L4A-AS1",8.46427916733232e-85,1.02257949920322,0.479,0.281,1.9027699568163e-81,"Osteoblasts","EPB41L4A-AS1"
"ADAMTS9-AS2",2.08629827761855e-74,0.519807199158834,0.889,0.718,4.6899985280865e-71,"Osteoblasts","ADAMTS9-AS2"
"ZFHX4-AS1",9.29705965981556e-64,0.878377663046623,0.321,0.161,2.08997901152654e-60,"Osteoblasts","ZFHX4-AS1"
"LINC02328",6.67619807857344e-61,0.860560509468174,0.553,0.377,1.50080932806331e-57,"Osteoblasts","LINC02328"
"PTPRD-AS1",4.398344911449e-59,1.45781157501536,0.151,0.055,9.88747936093736e-56,"Osteoblasts","PTPRD-AS1"
"CDR1",1.08075851483759e-51,1.23458337396592,0.181,0.077,2.42954514135491e-48,"Osteoblasts","CDR1"
"SNHG19",2.61100590052399e-48,0.989515233442312,0.271,0.143,5.86954126437793e-45,"Osteoblasts","SNHG19"
"LINC02201",6.15828535230334e-48,1.38983944520606,0.131,0.049,1.38438254719779e-44,"Osteoblasts","LINC02201"
"SNHG18",1.62059996112919e-43,1.0654941522366,0.232,0.12,3.64310871261842e-40,"Osteoblasts","SNHG18"
"DLX6-AS1",2.50060590899761e-41,1.11814667855509,0.212,0.107,5.62136208342663e-38,"Osteoblasts","DLX6-AS1"
"DLGAP2",2.86720329130087e-40,1.74358909457973,0.121,0.048,6.44547299884435e-37,"Osteoblasts","DLGAP2"
"SATB2-AS1",1.75020253268394e-34,0.78911098417751,0.284,0.171,3.93445529347349e-31,"Osteoblasts","SATB2-AS1"
"HOXC-AS1",4.87882721158089e-31,1.08335323329308,0.144,0.069,1.09676035716338e-27,"Osteoblasts","HOXC-AS1"
"MAMDC2-AS1",5.42462002212981e-25,1.16020827464518,0.127,0.063,1.21945458097478e-21,"Osteoblasts","MAMDC2-AS1"
"GAS1RR",1.71488698629871e-24,0.950058721295781,0.179,0.103,3.8550659451995e-21,"Osteoblasts","GAS1RR"
"SNHG7",2.46285297960852e-24,0.545781925223496,0.43,0.323,5.53649349815995e-21,"Osteoblasts","SNHG7"
"MEF2C-AS1",3.46061245192269e-21,0.585259994286679,0.337,0.238,7.7794567919222e-18,"Osteoblasts","MEF2C-AS1"
"LINC02511",7.57095344478397e-20,0.502157848275435,0.177,0.106,1.70195033438744e-16,"Osteoblasts","LINC02511"
"MIR497HG",6.75250736215573e-18,0.816360660728663,0.157,0.095,1.51796365501261e-14,"Osteoblasts","MIR497HG"
"PITPNA-AS1",8.82731453390869e-16,0.749537719591124,0.161,0.101,1.98438030722267e-12,"Osteoblasts","PITPNA-AS1"
"SNHG9",1.02720444401149e-14,0.502193130886567,0.393,0.317,2.30915559013782e-11,"Osteoblasts","SNHG9"
"LINC02316",3.6553025715607e-10,0.812698395246395,0.109,0.069,8.21712018086844e-07,"Osteoblasts","LINC02316"
"TEX411",0,1.55226526752198,0.677,0.375,0,"Osteo-MSCs","TEX41"
"ADAMTS9-AS21",0,0.950182784143137,0.918,0.68,0,"Osteo-MSCs","ADAMTS9-AS2"
"LMO7-AS11",0,2.14224256673846,0.321,0.091,0,"Osteo-MSCs","LMO7-AS1"
"ZFHX4-AS11",1.7192607397194e-291,1.92482845132905,0.354,0.124,3.86489814288922e-288,"Osteo-MSCs","ZFHX4-AS1"
"ZFAS11",1.07436535915139e-285,0.789191536614767,0.893,0.774,2.41517332737232e-282,"Osteo-MSCs","ZFAS1"
"SNHG81",7.22011918732467e-248,1.19980927709188,0.6,0.376,1.62308279331059e-244,"Osteo-MSCs","SNHG8"
"LRP4-AS11",2.82762325213479e-214,1.53851554921274,0.281,0.097,6.35649707079902e-211,"Osteo-MSCs","LRP4-AS1"
"TBX2-AS11",3.88028936112511e-164,1.99855650452053,0.166,0.045,8.72289048380924e-161,"Osteo-MSCs","TBX2-AS1"
"DANT2",1.45277231701212e-155,1.15067522071619,0.444,0.255,3.26583216864325e-152,"Osteo-MSCs","DANT2"
"PCDH9-AS21",6.53012877408704e-119,1.3562412120036,0.236,0.104,1.46797294841477e-115,"Osteo-MSCs","PCDH9-AS2"
"PTPRD-AS11",1.74499393084752e-110,1.84616853098967,0.136,0.043,3.92274635654522e-107,"Osteo-MSCs","PTPRD-AS1"
"DIO3OS1",8.33933580636763e-105,1.07737060741781,0.309,0.167,1.87468268927144e-101,"Osteo-MSCs","DIO3OS"
"SATB2-AS11",4.33660656195498e-102,1.22494693201746,0.285,0.151,9.7486915512748e-99,"Osteo-MSCs","SATB2-AS1"
"LINC010601",9.71906982469098e-97,1.25812258506587,0.158,0.06,2.18484689659053e-93,"Osteo-MSCs","LINC01060"
"EPB41L4A-AS11",6.65034372266691e-90,0.895058120658749,0.407,0.268,1.49499726885552e-86,"Osteo-MSCs","EPB41L4A-AS1"
"MZF1-AS1",2.25663958885358e-88,1.61017035637626,0.196,0.091,5.07292579574286e-85,"Osteo-MSCs","MZF1-AS1"
"LINC022011",5.10587222476896e-87,1.78973444744941,0.117,0.039,1.14780007612806e-83,"Osteo-MSCs","LINC02201"
"SNHG191",2.0921744193492e-82,1.21432694066465,0.244,0.129,4.70320809469701e-79,"Osteo-MSCs","SNHG19"
"CDR11",4.80189694722834e-77,1.58226377457449,0.155,0.067,1.07946643373693e-73,"Osteo-MSCs","CDR1"
"MEF2C-AS11",1.85582121894635e-69,0.882716362746123,0.341,0.22,4.1718861001914e-66,"Osteo-MSCs","MEF2C-AS1"
"DLX6-AS11",1.74299322377378e-58,1.13539664067887,0.183,0.097,3.91824876704347e-55,"Osteo-MSCs","DLX6-AS1"
"LINC00632",1.50125948512129e-56,1.37606183525786,0.145,0.071,3.37483132255266e-53,"Osteo-MSCs","LINC00632"
"DLGAP21",7.22811007967926e-52,1.73008383741021,0.1,0.042,1.6248791459119e-48,"Osteo-MSCs","DLGAP2"
"LINC023281",4.81722838884979e-48,0.656387456769023,0.469,0.372,1.08291294181343e-44,"Osteo-MSCs","LINC02328"
"PARD6G-AS1",4.93256472352735e-38,1.4984093895594,0.1,0.048,1.10884054984895e-34,"Osteo-MSCs","PARD6G-AS1"
"HOXC-AS11",2.71061957016008e-37,1.0839114787852,0.12,0.063,6.09347279371987e-34,"Osteo-MSCs","HOXC-AS1"
"TTTY14",4.67025022467213e-37,0.621235357041735,0.3,0.212,1.0498722505063e-33,"Osteo-MSCs","TTTY14"
"SNHG91",1.13665705310426e-33,0.609433947647199,0.382,0.307,2.55520505537837e-30,"Osteo-MSCs","SNHG9"
"SNHG71",1.99318751076075e-28,0.54115778251125,0.388,0.317,4.48068552419016e-25,"Osteo-MSCs","SNHG7"
"OTUD6B-AS1",8.56594785978231e-25,0.504887847172548,0.427,0.371,1.92562507887906e-21,"Osteo-MSCs","OTUD6B-AS1"
"SNHG12",5.20997301601413e-24,0.542664406736203,0.232,0.168,1.17120193399998e-20,"Osteo-MSCs","SNHG12"
"HCG11",2.33066110730142e-19,0.645982551920593,0.214,0.161,5.2393261692136e-16,"Osteo-MSCs","HCG11"
"PPFIA2-AS1",2.41941103757693e-17,0.766998759551073,0.125,0.084,5.43883601247293e-14,"Osteo-MSCs","PPFIA2-AS1"
"RAB11B-AS1",6.01500724908083e-09,0.627950820727146,0.109,0.082,1.35217362959337e-05,"Osteo-MSCs","RAB11B-AS1"
"SPATA131",1.35734085025939e-08,0.566292817662704,0.104,0.078,3.05130223138312e-05,"Osteo-MSCs","SPATA13"
"TMEM72-AS1",4.742775549285e-05,0.82558767490657,0.147,0.129,0.106617594347927,"Osteo-MSCs","TMEM72-AS1"
"CAST",5.98082312382847e-122,0.73787932353816,0.936,0.824,1.34448903823664e-118,"APOD+ MSCs","CAST"
"LINC025111",3.60195442884416e-94,1.97820877118169,0.281,0.1,8.09719355604168e-91,"APOD+ MSCs","LINC02511"
"TEX26-AS1",3.74407868829314e-78,2.49587261228868,0.11,0.022,8.41668889128298e-75,"APOD+ MSCs","TEX26-AS1"
"SERTAD4-AS1",1.94891307965179e-47,1.09011488323359,0.27,0.128,4.38115660305723e-44,"APOD+ MSCs","SERTAD4-AS1"
"TTTY141",1.38043586350259e-35,0.817826713161399,0.373,0.222,3.10321982115383e-32,"APOD+ MSCs","TTTY14"
"RAMP2-AS1",2.14097960651207e-35,1.69932444518765,0.101,0.034,4.81292215543913e-32,"APOD+ MSCs","RAMP2-AS1"
"SNHG72",2.77918421933581e-26,0.593560030592984,0.461,0.324,6.2476061250669e-23,"APOD+ MSCs","SNHG7"
"LINC00278",2.35078452414184e-23,0.813500569742412,0.158,0.078,5.28456361027086e-20,"APOD+ MSCs","LINC00278"
"FGD5-AS1",4.65020382821687e-22,0.601832610206095,0.435,0.315,1.04536582058315e-18,"APOD+ MSCs","FGD5-AS1"
"EPB41L4A-AS12",2.45152687307406e-20,0.54432414163039,0.41,0.291,5.51103241067048e-17,"APOD+ MSCs","EPB41L4A-AS1"
"FAM222A-AS1",1.15625071622209e-18,0.921716866524102,0.12,0.059,2.59925161006726e-15,"APOD+ MSCs","FAM222A-AS1"
"DPYD-AS1",1.83588829980898e-18,0.669809760515186,0.36,0.254,4.12707689797058e-15,"APOD+ MSCs","DPYD-AS1"
"GPRC5D-AS1",5.03430542331153e-17,0.946768238579469,0.155,0.087,1.13171185916043e-13,"APOD+ MSCs","GPRC5D-AS1"
"HCG111",1.11256075192178e-15,0.634197367726677,0.253,0.167,2.50103657032017e-12,"APOD+ MSCs","HCG11"
"PLCG1-AS1",7.32086376968295e-13,0.837741200717677,0.134,0.078,1.64573017542473e-09,"APOD+ MSCs","PLCG1-AS1"
"BHLHE40-AS1",7.05293989736995e-10,0.53539247225006,0.132,0.082,1.58550088892876e-06,"APOD+ MSCs","BHLHE40-AS1"
"DIAPH2-AS1",1.37222854443226e-09,0.714849171451109,0.122,0.076,3.08476976788372e-06,"APOD+ MSCs","DIAPH2-AS1"
"ABCA9-AS1",3.80414746505508e-08,0.615575887192315,0.206,0.152,8.55172350144382e-05,"APOD+ MSCs","ABCA9-AS1"
"DLGAP1-AS1",3.32448912781677e-07,0.65537560529095,0.101,0.064,0.000747345155933211,"APOD+ MSCs","DLGAP1-AS1"
"XIST",0,1.71885853493005,0.888,0.314,0,"THY1+ MSCs","XIST"
"LINC02384",0,1.97292988083582,0.834,0.26,0,"THY1+ MSCs","LINC02384"
"CASC15",0,2.48117826261681,0.492,0.141,0,"THY1+ MSCs","CASC15"
"KCNQ1OT1",0,1.25942926383767,0.734,0.436,0,"THY1+ MSCs","KCNQ1OT1"
"LINC00603",0,2.86108751290402,0.276,0.054,0,"THY1+ MSCs","LINC00603"
"LINC00299",0,2.90669042859553,0.21,0.029,0,"THY1+ MSCs","LINC00299"
"VCAN-AS1",1.63458055632501e-288,1.24512969704099,0.487,0.195,3.67453709061862e-285,"THY1+ MSCs","VCAN-AS1"
"MIR4435-2HG",7.60756915227665e-273,1.04286168870723,0.716,0.428,1.71018154543179e-269,"THY1+ MSCs","MIR4435-2HG"
"TRAF3IP2-AS1",2.12353655098183e-262,1.06084871759153,0.669,0.368,4.77371016660714e-259,"THY1+ MSCs","TRAF3IP2-AS1"
"MSC-AS1",1.87094747722428e-248,0.902295774035041,0.623,0.31,4.20588992880018e-245,"THY1+ MSCs","MSC-AS1"
"CYTOR",1.0251436728859e-218,1.2131140973682,0.545,0.285,2.30452297664749e-215,"THY1+ MSCs","CYTOR"
"LINC00968",4.23411020450257e-211,2.42810412352709,0.14,0.023,9.51827973972177e-208,"THY1+ MSCs","LINC00968"
"LINC00310",5.21560001511747e-210,1.96164069259344,0.201,0.049,1.17246688339841e-206,"THY1+ MSCs","LINC00310"
"MIR222HG",5.55732826781895e-198,1.84074724045106,0.404,0.191,1.2492873946057e-194,"THY1+ MSCs","MIR222HG"
"NR2F2-AS1",1.45454538715499e-156,1.02234985754938,0.345,0.152,3.26981803032442e-153,"THY1+ MSCs","NR2F2-AS1"
"LUCAT1",6.70616129128197e-147,2.72528987999074,0.136,0.032,1.50754505828019e-143,"THY1+ MSCs","LUCAT1"
"LINC02478",1.60620632253709e-134,1.57610936934363,0.202,0.07,3.61075181306339e-131,"THY1+ MSCs","LINC02478"
"LINC01572",5.3502936853197e-128,1.20181477531039,0.256,0.106,1.20274602045987e-124,"THY1+ MSCs","LINC01572"
"KCNIP2-AS1",1.00340814126389e-125,1.19721493572739,0.179,0.059,2.25566150156121e-122,"THY1+ MSCs","KCNIP2-AS1"
"JPX",3.6021369262019e-124,0.568106738049147,0.758,0.532,8.09760381010187e-121,"THY1+ MSCs","JPX"
"NUTM2A-AS1",2.41483415249156e-120,0.667280828869786,0.579,0.36,5.42854717480102e-117,"THY1+ MSCs","NUTM2A-AS1"
"SNAP25-AS1",7.04367801575069e-119,1.54463301240013,0.124,0.032,1.58341881794075e-115,"THY1+ MSCs","SNAP25-AS1"
"ENTPD1-AS1",2.07355400333374e-115,0.796125114885034,0.437,0.245,4.66134939949425e-112,"THY1+ MSCs","ENTPD1-AS1"
"FRMD6-AS2",7.76602235188544e-113,1.62578860247705,0.152,0.048,1.74580182470385e-109,"THY1+ MSCs","FRMD6-AS2"
"STX18-AS1",1.71105277294115e-110,1.2969500565744,0.226,0.094,3.8464466335717e-107,"THY1+ MSCs","STX18-AS1"
"POT1-AS1",1.63874046004726e-109,1.93868462634983,0.117,0.031,3.68388855418625e-106,"THY1+ MSCs","POT1-AS1"
"NUP50-DT",1.43351121520691e-107,1.42983351098805,0.174,0.063,3.22253321178513e-104,"THY1+ MSCs","NUP50-DT"
"RORA-AS1",6.86030025472343e-96,0.841994550278116,0.348,0.189,1.54219549726183e-92,"THY1+ MSCs","RORA-AS1"
"TSIX",5.98699567965459e-93,1.45974822248714,0.13,0.042,1.34587662878635e-89,"THY1+ MSCs","TSIX"
"LINC01503",3.31671914058397e-92,1.1753967124339,0.181,0.072,7.45598462803277e-89,"THY1+ MSCs","LINC01503"
"TAPT1-AS1",8.21464753486757e-92,0.847352165419412,0.342,0.187,1.84665276583823e-88,"THY1+ MSCs","TAPT1-AS1"
"TMEM9B-AS1",8.19091938055765e-90,1.28249203755817,0.158,0.059,1.84131867674936e-86,"THY1+ MSCs","TMEM9B-AS1"
"MIR22HG",1.05649475054599e-78,0.557415711559347,0.445,0.277,2.37500019922738e-75,"THY1+ MSCs","MIR22HG"
"NR2F1-AS1",5.1987454560782e-77,0.629370715612231,0.3,0.161,1.16867797852638e-73,"THY1+ MSCs","NR2F1-AS1"
"MIR34AHG",1.4266071441248e-75,1.26087149672697,0.142,0.055,3.20701285999256e-72,"THY1+ MSCs","MIR34AHG"
"LMCD1-AS1",1.93370861015865e-75,0.694336395791862,0.351,0.207,4.34697695563665e-72,"THY1+ MSCs","LMCD1-AS1"
"CASC2",5.56561104267571e-73,1.23568926421,0.149,0.061,1.2511493623935e-69,"THY1+ MSCs","CASC2"
"FGF10-AS1",6.34534450611754e-73,1.26456887296135,0.114,0.039,1.42643344497522e-69,"THY1+ MSCs","FGF10-AS1"
"LINC01376",6.52576127080459e-71,0.743700947096233,0.265,0.141,1.46699113367687e-67,"THY1+ MSCs","LINC01376"
"LINC02516",2.72663745518353e-67,1.09287115898744,0.138,0.056,6.12948099925258e-64,"THY1+ MSCs","LINC02516"
"LINC01550",2.46020054502855e-66,0.668981214860729,0.288,0.161,5.53053082522419e-63,"THY1+ MSCs","LINC01550"
"HCG17",1.52509572492015e-65,0.553622175515594,0.359,0.218,3.42841518962049e-62,"THY1+ MSCs","HCG17"
"SLC16A1-AS1",8.57834857069046e-64,0.682686462294772,0.311,0.183,1.92841275869122e-60,"THY1+ MSCs","SLC16A1-AS1"
"LINC01252",8.8272701200894e-64,1.24014914140984,0.118,0.045,1.9843703229961e-60,"THY1+ MSCs","LINC01252"
"DIRC3",9.60041287899951e-57,1.0926803162123,0.119,0.049,2.15817281519909e-53,"THY1+ MSCs","DIRC3"
"LINC00922",1.43412236016701e-56,1.2643530509567,0.28,0.172,3.22390706565543e-53,"THY1+ MSCs","LINC00922"
"GAS6-AS1",3.10845023940863e-54,1.01642941697615,0.141,0.065,6.9877961381906e-51,"THY1+ MSCs","GAS6-AS1"
"ITGB5-AS1",5.74230534424862e-53,1.25862611261011,0.104,0.041,1.29087024138709e-49,"THY1+ MSCs","ITGB5-AS1"
"LINC00467",1.61885816875919e-51,0.852279808632286,0.164,0.081,3.63919316337065e-48,"THY1+ MSCs","LINC00467"
"LINC01266",1.47341257686061e-50,0.846738620803873,0.183,0.096,3.31223147278264e-47,"THY1+ MSCs","LINC01266"
"LINC01505",2.45339482239679e-48,0.741244943499645,0.165,0.084,5.51523156074799e-45,"THY1+ MSCs","LINC01505"
"LINC01482",7.26532642641708e-47,0.501229806015805,0.357,0.236,1.63324538065856e-43,"THY1+ MSCs","LINC01482"
"SEC24B-AS1",1.81519473361342e-46,0.977047777964702,0.131,0.062,4.08055776116296e-43,"THY1+ MSCs","SEC24B-AS1"
"DPH6-DT",1.01320572533412e-45,0.68641057106128,0.249,0.151,2.27768647055111e-42,"THY1+ MSCs","DPH6-DT"
"NNT-AS1",6.69788627398772e-44,0.576601548413711,0.235,0.14,1.50568483439244e-40,"THY1+ MSCs","NNT-AS1"
"KIF9-AS1",1.33323923923898e-41,0.516776177848688,0.292,0.188,2.99712180980923e-38,"THY1+ MSCs","KIF9-AS1"
"LIX1-AS1",3.62445264204775e-41,0.727225599402241,0.184,0.104,8.14776953932335e-38,"THY1+ MSCs","LIX1-AS1"
"LINC01473",8.49724614055744e-40,0.827783016156048,0.151,0.08,1.91018093239731e-36,"THY1+ MSCs","LINC01473"
"BDNF-AS",2.07180152659838e-39,0.635312103986057,0.218,0.132,4.65740983179317e-36,"THY1+ MSCs","BDNF-AS"
"KCNMB2-AS1",2.90713554407473e-36,0.822211329347488,0.124,0.064,6.53524070308e-33,"THY1+ MSCs","KCNMB2-AS1"
"CHL1-AS1",7.40726813003043e-36,0.708200956454696,0.145,0.079,1.66515387563084e-32,"THY1+ MSCs","CHL1-AS1"
"FRG1-DT",9.098917618714e-34,0.73253887497254,0.111,0.055,2.04543668068691e-30,"THY1+ MSCs","FRG1-DT"
"DLGAP4-AS1",2.97495121459815e-30,0.65140884081961,0.161,0.095,6.68769033041665e-27,"THY1+ MSCs","DLGAP4-AS1"
"SEMA6A-AS1",9.27537353781181e-29,0.773453143971182,0.108,0.057,2.08510397130009e-25,"THY1+ MSCs","SEMA6A-AS1"
"LINC00882",1.34958205625098e-28,0.573698936443564,0.221,0.146,3.03386046245221e-25,"THY1+ MSCs","LINC00882"
"KTN1-AS1",5.85360315221569e-28,0.58659394208792,0.146,0.086,1.31588998861809e-24,"THY1+ MSCs","KTN1-AS1"
"MRPS30-DT",9.64864248222121e-27,0.552444917401292,0.173,0.108,2.16901483000333e-23,"THY1+ MSCs","MRPS30-DT"
"MAP3K14",1.04166249577768e-26,0.595871127818035,0.155,0.094,2.34165729050823e-23,"THY1+ MSCs","MAP3K14"
"PAXIP1-AS2",1.39988330663022e-22,0.528249425048928,0.153,0.097,3.14693767330474e-19,"THY1+ MSCs","PAXIP1-AS2"
"GPRC5D-AS11",1.31327205100351e-21,0.621031679530394,0.132,0.082,2.9522355706559e-18,"THY1+ MSCs","GPRC5D-AS1"
"LIPE-AS1",2.02815770460282e-21,0.507375967409891,0.16,0.103,4.55929851994713e-18,"THY1+ MSCs","LIPE-AS1"
"ZNF529-AS1",3.78797863447209e-21,0.579621161669171,0.123,0.075,8.51537597029325e-18,"THY1+ MSCs","ZNF529-AS1"
"RAP2C-AS1",7.77106226895672e-20,0.518247139328399,0.19,0.133,1.74693479806147e-16,"THY1+ MSCs","RAP2C-AS1"
"ARRDC3-AS1",7.92771281186084e-19,0.560028895217473,0.107,0.065,1.78214984010632e-15,"THY1+ MSCs","ARRDC3-AS1"
"LINC01426",3.03971409943626e-17,0.549977885097454,0.113,0.071,6.83327729553272e-14,"THY1+ MSCs","LINC01426"
"PSMG3-AS1",3.60887041869193e-15,0.52128551689296,0.101,0.064,8.11274070121946e-12,"THY1+ MSCs","PSMG3-AS1"
"CTBP1-DT",1.41925097442358e-14,0.517523197668537,0.102,0.065,3.19047619050422e-11,"THY1+ MSCs","CTBP1-DT"
"LINC00640",0,2.37090836060205,0.543,0.158,0,"Adipo-MSCs","LINC00640"
"MIR646HG",0,2.154880957894,0.509,0.181,0,"Adipo-MSCs","MIR646HG"
"CARMN",0,1.82704475390712,0.484,0.188,0,"Adipo-MSCs","CARMN"
"LINC01091",3.51861374892743e-291,2.2248480309328,0.298,0.089,7.90984370758885e-288,"Adipo-MSCs","LINC01091"
"MSC-AS11",2.13332223853883e-277,1.26817532541777,0.576,0.309,4.79570839223528e-274,"Adipo-MSCs","MSC-AS1"
"LINC01725",1.21452534865281e-228,1.58717865790633,0.457,0.229,2.73025298377151e-225,"Adipo-MSCs","LINC01725"
"DLEU2",1.03248954865946e-191,0.836582727243173,0.837,0.684,2.32103650538647e-188,"Adipo-MSCs","DLEU2"
"FTX",6.98594773927559e-186,0.534566247597943,0.983,0.924,1.57044105178915e-182,"Adipo-MSCs","FTX"
